"Timestamp","StartedLevel","EndLevel","TimeRemainingOnEnd","JumpPressed","AKeyPressed","DKeyPressed","MKeyPressed","PercentageLevelCompleted","BoosterCollected","SpikeTouched","PoisonCollected","MainButtonPress","PauseButtonPress","ResumeButtonPress","QuitButtonPress","RestartButtonPress","InversionCollected"
"2022/10/19 10:49:27 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:28 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:28 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:28 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:29 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:29 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:29 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:30 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:30 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:30 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:30 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:31 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:31 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:31 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:33 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:33 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:34 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:35 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/19 10:49:35 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:35 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:35 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/19 10:49:35 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:35 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:35 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:35 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:36 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:36 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/19 10:49:37 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:37 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:38 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:38 AM MDT","","","","","","","","","","","","","","","","","Level2"
"2022/10/19 10:49:39 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:40 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:40 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:41 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:41 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/19 10:49:42 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:43 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:43 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:44 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:44 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:45 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:45 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/19 10:49:47 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:47 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/19 10:49:47 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/19 10:49:48 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/19 10:49:49 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:49 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/19 10:49:50 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:50 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:51 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:51 AM MDT","","","","","","","","","Level2","","","","","","","",""
"2022/10/19 10:49:52 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:52 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:52 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:53 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:54 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:54 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:55 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:55 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:56 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:57 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:57 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:57 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:58 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:58 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/19 10:49:58 AM MDT","","","","","","","Level2","","","","","","","","","",""
"2022/10/19 10:49:59 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/19 10:49:59 AM MDT","","","","","","","","Level2_1","","","","","","","","",""
"2022/10/19 10:49:59 AM MDT","","Level2","","","","","","","","","","","","","","",""
"2022/10/19 10:49:59 AM MDT","","","Level2_85.05711","","","","","","","","","","","","","",""
"2022/10/19 11:51:45 AM MDT","","","","","","","","","","","","Level1","","","","",""
"2022/10/19 11:51:46 AM MDT","Level1","","","","","","","","","","","","","","","",""
"2022/10/19 11:51:50 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:51:51 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:51:52 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:51:52 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:51:58 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:51:58 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:00 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:01 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:01 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:04 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:52:06 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:52:07 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:07 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:52:07 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:09 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:52:09 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:09 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:10 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:10 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:11 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:11 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:12 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:52:12 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:13 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:14 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:15 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:52:15 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:16 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:52:16 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:18 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:19 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:52:20 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:21 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:22 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:23 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:24 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:26 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:28 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:32 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:52:33 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:52:34 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:52:37 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:40 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:44 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:44 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:46 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:46 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:47 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:48 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:49 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:49 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:50 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:50 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:51 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:51 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:56 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:56 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:57 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:57 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:52:59 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:00 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:05 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:06 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:08 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:08 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:11 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:11 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:12 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:12 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:14 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:15 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:17 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:17 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:18 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:18 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:20 AM MDT","","","","","","","","Level1_0.002564504","","","","","","","","",""
"2022/10/19 11:53:21 AM MDT","Level1","","","","","","","","","","","","","","","",""
"2022/10/19 11:53:27 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:30 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:53:31 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:53:31 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:53:34 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:35 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:42 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:43 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:43 AM MDT","","","","","","","","","","","","Tutorial","","","","",""
"2022/10/19 11:53:48 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:53:51 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:53:51 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:53:53 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:55 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:53:56 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:53:57 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:53:59 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:53:59 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:00 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:54:01 AM MDT","","","","","","","","","","","","Level1","","","","",""
"2022/10/19 11:54:01 AM MDT","Level1","","","","","","","","","","","","","","","",""
"2022/10/19 11:54:01 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:54:02 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:05 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:54:06 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:06 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:54:06 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:07 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:07 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:08 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:12 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:13 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:54:13 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:14 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:14 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:15 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:54:15 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:16 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:16 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:21 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:24 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:28 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:54:28 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:54:29 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:54:29 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:32 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:33 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:54:34 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:54:35 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:43 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:43 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:51 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:51 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:54 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:54:55 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:01 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:02 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:05 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:06 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:08 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:55:09 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:55:10 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:11 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:55:12 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:55:13 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:14 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:55:15 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:20 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:20 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:23 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:25 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:55:25 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:26 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:55:27 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:55:28 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:30 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:55:31 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:33 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:55:33 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:33 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 11:55:34 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 11:55:35 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:55:35 AM MDT","","","","","","","","Level1_0.1674265","","","","","","","","",""
"2022/10/19 11:55:35 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 11:55:42 AM MDT","","","","","","","","","","","","Level4","","","","",""
"2022/10/19 11:55:42 AM MDT","Level4","","","","","","","","","","","","","","","",""
"2022/10/19 11:55:48 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:55:49 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:55:51 AM MDT","","","","","","","","","","Level4","","","","","","",""
"2022/10/19 11:55:51 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:55:54 AM MDT","","","","","","Level4","","","","","","","","","","",""
"2022/10/19 11:55:54 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:55:55 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:55:55 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:55:55 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:55:56 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:55:57 AM MDT","","","","","","","","","","Level4","","","","","","",""
"2022/10/19 11:55:58 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:01 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:01 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:04 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:06 AM MDT","","","","","","","","","","Level4","","","","","","",""
"2022/10/19 11:56:07 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:08 AM MDT","","","","","","Level4","","","","","","","","","","",""
"2022/10/19 11:56:12 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:14 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:14 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:56:15 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:56:16 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:18 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:20 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:20 AM MDT","","","","","","Level4","","","","","","","","","","",""
"2022/10/19 11:56:23 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:56:23 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:25 AM MDT","","","","","","Level4","","","","","","","","","","",""
"2022/10/19 11:56:28 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:28 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:56:29 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:56:30 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:32 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:33 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:35 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:36 AM MDT","","","","","","Level4","","","","","","","","","","",""
"2022/10/19 11:56:37 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:38 AM MDT","","","","","","Level4","","","","","","","","","","",""
"2022/10/19 11:56:39 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:56:39 AM MDT","","","","Level4","","","","","","","","","","","","",""
"2022/10/19 11:56:40 AM MDT","","","","","Level4","","","","","","","","","","","",""
"2022/10/19 11:56:40 AM MDT","","","","","","","","","","Level4","","","","","","",""
"2022/10/19 11:57:21 AM MDT","","","","","","","","","","Level4","","","","","","",""
"2022/10/19 12:23:29 PM MDT","","","","","","","","","","","","Tutorial","","","","",""
"2022/10/19 12:23:42 PM MDT","","","","","","","","","","","","Level1","","","","",""
"2022/10/19 12:23:42 PM MDT","Level1","","","","","","","","","","","","","","","",""
"2022/10/19 12:23:47 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:23:48 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:23:49 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:23:51 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:23:53 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:23:55 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:23:56 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:23:56 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:23:57 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:23:58 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:00 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:01 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:02 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:03 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:03 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:06 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:06 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:07 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:09 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:24:10 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:10 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:12 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:15 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:16 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:24:17 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:24:18 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:20 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:21 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:23 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:24:24 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:24 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:26 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:27 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:28 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:24:29 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:30 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:24:31 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:24:32 PM MDT","","","","","","","","","","","","","","","","","Level1"
"2022/10/19 12:24:32 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:33 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:34 PM MDT","","","","","","","","","","Level1","","","","","","",""
"2022/10/19 12:24:34 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/19 12:24:35 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/19 12:24:36 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/19 12:24:37 PM MDT","","","","","","Level1","","","","","","","","","","",""
